ts_code,momentum_12m_ex1m
000010.SZ,1.3836214037219061
000006.SZ,0.7329183359013869
000004.SZ,-0.2073132136798438
000001.SZ,0.27579538688350147
000002.SZ,-0.011159555693968648
000008.SZ,0.38564575521097266
000007.SZ,0.3942418125265168
000009.SZ,0.09720517210182744
000011.SZ,0.21184982797004648
000017.SZ,0.1472508513565325
000014.SZ,0.5537109109218082
000020.SZ,0.4448271036571625
000012.SZ,-0.011896860688922817
000019.SZ,0.18394806292102794
000016.SZ,1.4209273182957392
000021.SZ,0.34039561300430854
000028.SZ,-0.1603227515244403
000026.SZ,0.9341470903815434
000029.SZ,0.9480967308117414
000032.SZ,0.7046972322390299
000027.SZ,-0.0164679450104549
000031.SZ,0.30705728380146957
000025.SZ,0.28230854964819574
000030.SZ,0.22587076011733553
000035.SZ,-0.006709533128319789
000034.SZ,0.6584640477963641
000036.SZ,0.2787416881654009
000037.SZ,0.26221991221991225
000045.SZ,0.44487405960087845
000039.SZ,0.021187181496182816
000042.SZ,1.2895023961327161
000048.SZ,0.14361881166327062
000050.SZ,0.30407921491152123
000049.SZ,-0.06986196716216919
000056.SZ,0.9053254437869823
000055.SZ,0.2716688582073198
000059.SZ,0.3583888930979622
000058.SZ,0.6484756269371652
000060.SZ,0.1779339853300732
000061.SZ,0.26909872897295917
000063.SZ,0.24419569964305832
000062.SZ,2.063612696892907
000065.SZ,0.2046808510638296
000068.SZ,0.31892411143131594
000069.SZ,0.21020835112287606
000066.SZ,0.7771113084743968
000070.SZ,0.7917256342179442
000078.SZ,0.04394810555801265
000089.SZ,0.1017650980804996
000088.SZ,0.002178649237472685
000090.SZ,-0.0026494053891313873
000096.SZ,0.36631282234799056
000099.SZ,0.4853286548404765
000100.SZ,0.16424275685440515
000151.SZ,0.4318070818070818
000153.SZ,0.33407530684418574
000155.SZ,0.017324571941120803
000166.SZ,0.21420628301362243
000333.SZ,0.15150060492114958
000157.SZ,0.09384592190562335
000301.SZ,0.08597174163783161
000156.SZ,0.36124433134318634
000158.SZ,2.731220006657914
000159.SZ,0.15053155240561544
000338.SZ,0.08328778607066234
000401.SZ,0.08300164013121036
000403.SZ,-0.313688849382192
000400.SZ,-0.2982094726429563
000402.SZ,0.4046579545119324
000404.SZ,0.25973765141530136
000407.SZ,0.38366085328159194
000408.SZ,0.9202722437769735
000409.SZ,0.553032442712158
000410.SZ,0.007916201354235763
000411.SZ,0.17129268968736766
000419.SZ,0.41074593069046994
000417.SZ,0.3938137271470603
000420.SZ,0.31319340697019427
000415.SZ,0.3553719008264462
000421.SZ,0.38604107134925447
000422.SZ,0.05102313254985957
000423.SZ,0.045559625594581155
000426.SZ,0.480769407665377
000425.SZ,0.2912976895931818
000428.SZ,0.26770025839793266
000429.SZ,0.3162162162162162
000430.SZ,0.31420157846122887
000488.SZ,-0.5120686462127292
000498.SZ,0.23288205935731832
000501.SZ,0.4063409599573249
000504.SZ,0.46325436115040075
000507.SZ,0.24314913844325614
000505.SZ,0.31451895567771615
000506.SZ,8.488383349467568
000503.SZ,0.5083691710936841
000509.SZ,0.49781707858517077
000510.SZ,0.8447653429602888
000513.SZ,0.013939654937188406
000514.SZ,1.0656850047863058
000516.SZ,0.18345398406891378
000517.SZ,-0.2236259541984733
000518.SZ,0.29112236736870145
000519.SZ,0.5837854606418227
000520.SZ,1.1949506726457397
000521.SZ,-0.0373883272599036
000523.SZ,0.2989396362774719
000524.SZ,0.3959558161639587
000525.SZ,0.14032634032634028
000526.SZ,-0.011361099003862618
000528.SZ,0.03880444848819642
000530.SZ,0.7820724921040758
000529.SZ,0.12724014336917566
000531.SZ,0.41103150642148023
000533.SZ,1.3465899139989121
000532.SZ,0.38838825200957594
000536.SZ,1.5937957987298488
000534.SZ,0.6416952360545676
000537.SZ,-0.01752159468438541
000538.SZ,0.08216780183072325
000539.SZ,0.055128205128205265
000541.SZ,0.49384615384615393
000543.SZ,-0.17153153153153144
000544.SZ,0.1362252467264402
000545.SZ,0.5336927223719676
000546.SZ,0.28588408644400776
000547.SZ,0.31580400276052445
000548.SZ,0.3754051799203999
000550.SZ,-0.22027452503532807
000552.SZ,-0.03605208465877774
000554.SZ,0.3761616800853169
000555.SZ,0.6330502394728277
000553.SZ,0.6710867844410219
000551.SZ,0.20896483606988836
000557.SZ,0.3703477012170717
000558.SZ,1.5432411239813801
000559.SZ,0.7833513428333445
000560.SZ,0.28521506757798454
000561.SZ,0.6155243337384082
000564.SZ,0.3696794729439633
000565.SZ,1.2019973354119329
000563.SZ,0.33496314675618477
000566.SZ,1.1580141348922435
000567.SZ,0.3036634158539635
000568.SZ,-0.0847630108299604
000570.SZ,0.32159800249687875
000571.SZ,0.5199999999999998
000573.SZ,0.9787123864416702
000576.SZ,0.8754589160839161
000572.SZ,0.17270427672216027
000581.SZ,0.13080333854981752
000582.SZ,0.09658394160583961
000586.SZ,0.6613849968286918
000589.SZ,-0.044408532643826715
000591.SZ,0.03146582519647534
000590.SZ,1.5478321678321678
000593.SZ,0.3620959135936874
000592.SZ,1.27638506496643
000595.SZ,0.4498421515689962
000596.SZ,-0.2517781341706654
000597.SZ,0.41859488354333707
000598.SZ,-0.08209825416159167
000603.SZ,0.21123033329370267
000599.SZ,0.5230090999104153
000605.SZ,0.586353711790393
000601.SZ,0.5249056955866869
000600.SZ,0.4446857935861467
000607.SZ,0.9375820056232426
000608.SZ,0.3477443609022557
000609.SZ,0.7833663511629614
000619.SZ,0.6630818619582668
000612.SZ,0.23073296624460782
000610.SZ,0.09421113130881109
000617.SZ,0.6839557957570381
000615.SZ,0.5491756149865582
000620.SZ,0.07891035605892371
000623.SZ,0.38407557645337276
000625.SZ,-0.15544208926910952
000626.SZ,0.7434292866082601
000627.SZ,0.009663284517085646
000628.SZ,-0.0018290504273537067
000629.SZ,0.17316017316017307
000630.SZ,0.13007898534214313
000631.SZ,0.36601731601731613
000632.SZ,0.5610687022900762
000633.SZ,0.6686959168587205
000635.SZ,0.6576718031781361
000637.SZ,0.35319413109640707
000636.SZ,-0.03628413545340714
000639.SZ,0.43641895170279466
000638.SZ,0.36356253037628217
000650.SZ,-0.0036994367639529013
000651.SZ,0.18062537883983532
000652.SZ,0.49914029259194503
000655.SZ,0.7544884527721587
000656.SZ,0.2613675213675214
000657.SZ,0.6597188017299158
000659.SZ,0.602836879432624
000661.SZ,0.12399505226675966
000663.SZ,0.6967252384911296
000665.SZ,0.6367156074014482
000668.SZ,0.42807783233315155
000669.SZ,1.353052584670232
000672.SZ,0.42820215935573325
000676.SZ,0.5775845051392079
000670.SZ,0.8490811681621491
000677.SZ,1.2343129130277721
000678.SZ,3.296712299616967
000679.SZ,1.760520596347183
000680.SZ,0.4191125034216372
000681.SZ,0.8354465383589669
000685.SZ,0.28669438669438674
000682.SZ,-0.028631782551155616
000683.SZ,-0.24380221171755423
000686.SZ,0.44385964912280707
000688.SZ,0.40562809982437975
000690.SZ,0.022212524920638854
000691.SZ,0.7158037674794868
000692.SZ,0.21514233471963284
000697.SZ,0.4899786789914313
000695.SZ,0.5803651649338981
000698.SZ,0.3494661861496031
000700.SZ,0.34974557546008733
000701.SZ,0.8139997042185824
000702.SZ,1.108140615442526
000703.SZ,-0.10082730490011194
000705.SZ,0.19734195402298838
000707.SZ,0.011053229145795651
000708.SZ,0.0226656627478532
000709.SZ,0.2939516129032256
000711.SZ,0.09735884651664206
000710.SZ,1.0921889854515774
000712.SZ,0.3471218710406465
000713.SZ,0.3554147887103014
000715.SZ,0.25139398385913414
000716.SZ,0.7359764542936289
000717.SZ,0.7067688937568455
000718.SZ,0.4081757007365019
000720.SZ,0.6128965554769549
000719.SZ,0.3623714124710957
000721.SZ,0.2736166824876749
000722.SZ,0.4239720037792981
000723.SZ,0.09827473247433949
000726.SZ,0.20594608650429058
000725.SZ,0.05373936408419144
000727.SZ,0.27266156462585056
000728.SZ,0.3090134996794902
000729.SZ,0.4168016756826147
000731.SZ,0.10590942439805251
000733.SZ,0.2318358335633095
002281.SZ,0.4455885842491838
002286.SZ,0.8553443482584816
002284.SZ,0.5602102102102102
002287.SZ,0.27047214516874707
002289.SZ,8.168612458784066
002290.SZ,1.5083349032339957
002292.SZ,0.728383470829514
002291.SZ,0.598956453747143
002294.SZ,0.6162556104885555
002293.SZ,0.1950120852559879
002295.SZ,1.2745711386708587
002298.SZ,0.8918527245949928
002297.SZ,0.3807429508789604
002296.SZ,0.3605620216745191
002299.SZ,0.2259928039921364
002300.SZ,0.38817128554085045
002301.SZ,0.5288865997081293
002302.SZ,0.275291361287997
002303.SZ,0.6138007208464134
002306.SZ,-0.20458980404910965
002305.SZ,0.9005338335016595
002304.SZ,-0.18667043428819563
002307.SZ,0.5624503461582115
002309.SZ,0.9032237643819139
002310.SZ,0.5833333333333334
002311.SZ,0.3022364660167256
002312.SZ,0.6861289451676839
002316.SZ,0.7501808728494526
002314.SZ,0.6112214797423395
002313.SZ,0.733435064443716
002317.SZ,0.5932142698809479
002315.SZ,1.0257266616878267
002319.SZ,0.4259213841176408
002318.SZ,0.11990964747704158
002320.SZ,0.3734198473282442
002322.SZ,-0.12527766030848675
002321.SZ,0.7193808345966648
002324.SZ,0.4900990099009901
002323.SZ,0.5276586504532869
002326.SZ,0.7200994097545821
002327.SZ,-0.15163734115347016
002328.SZ,0.29066735797348353
002329.SZ,0.4385970470819338
002330.SZ,0.30986347599325037
002332.SZ,-0.1573363158212926
002331.SZ,0.08114843441141772
002333.SZ,0.06637127578304058
002334.SZ,0.41043102300342893
002335.SZ,1.1169777769436666
002337.SZ,0.5449129566210047
002340.SZ,0.04258932261336734
002342.SZ,1.583751052090152
002338.SZ,0.6256626959870306
002339.SZ,0.5492756280946267
002343.SZ,0.7293411983726061
002344.SZ,0.47329690346083797
002346.SZ,1.1318489379866243
002345.SZ,2.8111884259274724
002350.SZ,0.4652738048925604
002348.SZ,0.7494847314681008
002349.SZ,0.14553796374055228
002351.SZ,0.11263994918157372
002347.SZ,0.8933384102117783
002352.SZ,0.3561265371315898
002353.SZ,0.18846969604097796
002356.SZ,0.2857682857682857
002354.SZ,1.655569213367728
002355.SZ,0.3812758322386338
002357.SZ,0.4298959788852663
002358.SZ,0.6486574746008706
002360.SZ,0.14682761950748446
002361.SZ,1.233613445378151
002362.SZ,0.5315552375830956
002363.SZ,0.3923571337660685
002364.SZ,1.7522156464053251
002366.SZ,1.6170204924074891
002367.SZ,0.2574279128307382
002368.SZ,0.4781181924039064
002365.SZ,2.076908309785022
002369.SZ,1.6940855366052219
002370.SZ,1.2511152803835732
002371.SZ,-0.0033562565485868445
002373.SZ,0.16779283159336056
002372.SZ,-0.2622586625751182
002374.SZ,0.7111764705882354
002376.SZ,0.5514991590790466
002375.SZ,0.27434515603459064
002377.SZ,0.8739098837209303
002378.SZ,0.6676193615218007
002380.SZ,0.5250565221515213
002379.SZ,1.6496153687934512
002381.SZ,0.09925808086496213
002382.SZ,0.4662191163957019
002383.SZ,0.7587156995051734
002384.SZ,0.9775262055440752
002385.SZ,0.07565593321407271
002386.SZ,0.3808473670141672
002388.SZ,0.5613273186023395
002389.SZ,0.9441634826046401
002387.SZ,0.5770325829256588
002390.SZ,0.13770661157024788
002391.SZ,0.3862044383833374
002392.SZ,1.2148697862983577
002393.SZ,0.34100643540662556
002397.SZ,1.0333333333333332
002394.SZ,0.4907606007222587
002396.SZ,1.097286807001711
002398.SZ,0.4908816964285714
002395.SZ,0.4799444028282176
002399.SZ,0.293513712592288
002400.SZ,0.5782503684296709
002401.SZ,0.33277404921700215
002402.SZ,1.478868779326445
002404.SZ,0.23040962874669324
002403.SZ,1.3904910007199425
002405.SZ,0.2922715108263725
002406.SZ,0.6128023198068349
002407.SZ,0.12541577346751276
002408.SZ,-0.08551867701698512
002409.SZ,-0.07359716718317078
002413.SZ,0.6745559169377031
002412.SZ,0.26621847374649055
002410.SZ,0.31944388471812823
002415.SZ,-0.05757873478521924
002414.SZ,0.9310530203161957
002416.SZ,0.42327264867488523
002418.SZ,1.0037537537537535
002419.SZ,0.3333769097358399
002422.SZ,0.08620360833454965
002420.SZ,0.17320195042665598
002421.SZ,0.5618189211168338
002423.SZ,0.6825485331059259
002424.SZ,0.6374063897419318
002425.SZ,0.4077700077700077
002426.SZ,1.0
002427.SZ,1.8278523402140072
002428.SZ,0.7143656331315054
002432.SZ,-0.06260835623037098
002431.SZ,0.6244781366732587
002429.SZ,-0.0434458788480635
002430.SZ,0.09437503541277126
002434.SZ,0.6445774527169874
002437.SZ,0.8163641470350733
002436.SZ,0.5640105740181272
002438.SZ,0.25424088117345534
002440.SZ,0.41982723048493875
002439.SZ,0.08754027926960273
002442.SZ,0.5475169037931629
002441.SZ,0.29218677762367085
002443.SZ,0.2593008102442065
002445.SZ,0.5438075153374233
002444.SZ,0.2909660705212158
002446.SZ,0.3683428930619941
002448.SZ,0.5349780324139299
002452.SZ,-0.024267517147303463
002451.SZ,0.48816140083745707
002449.SZ,0.4193880786303107
002453.SZ,0.5421546706416809
002454.SZ,0.4997991288058319
002456.SZ,0.35612506375091746
002458.SZ,-0.06902609585536412
002455.SZ,-0.09192255152343054
002459.SZ,0.09942727040640209
002457.SZ,0.46820721588368874
002460.SZ,0.24689181068423882
002461.SZ,0.36731513665472104
002462.SZ,0.2866641943813919
002465.SZ,0.3747038794216371
002466.SZ,0.17452839929162822
002468.SZ,0.7300261256402312
002467.SZ,0.9393221629092512
002463.SZ,0.44303689436489546
002469.SZ,0.6295012803540099
002470.SZ,0.31340579710144933
002471.SZ,1.4207601713062097
002474.SZ,0.7356804266245308
002478.SZ,0.12692612485691646
002472.SZ,0.5203092095583375
002476.SZ,0.25546884432590256
002475.SZ,-0.05804519582023637
002479.SZ,0.5423925235632153
002480.SZ,1.3778000369032866
002481.SZ,0.26506736093892036
002485.SZ,0.3721561540707541
002483.SZ,0.48998483179919816
002484.SZ,0.793381136238279
002482.SZ,0.21406338426711946
002486.SZ,0.9263124934766727
002487.SZ,0.43177539743699056
002488.SZ,2.0166579167671723
002489.SZ,0.47898412698412707
002491.SZ,0.7411741878257013
002490.SZ,2.0386109762020403
002492.SZ,0.515226502586053
002493.SZ,-0.035988785988785965
002495.SZ,0.8988838692532555
002494.SZ,0.72749251669353
002496.SZ,-0.24866082718348392
002497.SZ,0.40706959359615635
002498.SZ,0.09192335243553007
002500.SZ,0.3276231263383298
002501.SZ,0.8968564146134239
002507.SZ,0.06112695525369394
002506.SZ,0.5055957867017773
002508.SZ,-0.12360243484324607
002510.SZ,0.7823104576743886
002511.SZ,0.029831510639699577
002512.SZ,0.548075046513746
002513.SZ,0.6214406109694068
002514.SZ,0.4772780157369023
002516.SZ,0.4742606675116181
002517.SZ,1.2171702956474748
002515.SZ,0.6807741892416233
002518.SZ,0.26581837782431594
002519.SZ,0.13271390767421343
002520.SZ,0.755456132693147
002521.SZ,-0.06578754578754575
002522.SZ,0.6648413698917952
002523.SZ,0.7247166521360069
002524.SZ,0.5361744870139189
002526.SZ,0.7122180704992571
002527.SZ,1.8695545719935966
002528.SZ,0.4733620277379247
002529.SZ,0.4434110007639418
002530.SZ,0.5705811717573684
002531.SZ,-0.18487987012987017
002532.SZ,0.3155341773520155
002534.SZ,0.1629219687272545
002533.SZ,0.06494619931152434
002535.SZ,0.3271545199632746
002536.SZ,0.896756082345602
002537.SZ,0.9912455093997419
002538.SZ,0.20405260692055416
002539.SZ,0.5365079365079366
002542.SZ,1.6952162819199166
002540.SZ,0.1982503126869326
002541.SZ,0.3312143992734127
002543.SZ,0.2895196506550217
002544.SZ,0.31451748578195593
002545.SZ,0.6202982202982201
002546.SZ,0.9901747018762281
002548.SZ,0.07370061796512895
002547.SZ,0.9266898063573257
002550.SZ,0.8738004013866083
002549.SZ,1.349053767848603
002551.SZ,0.7778626602156014
002552.SZ,0.39061440858090224
002553.SZ,1.8057330903750444
002554.SZ,0.34706437852095484
300246.SZ,0.6505157677571471
300245.SZ,2.1827327499575544
300247.SZ,0.7711763848699962
300248.SZ,1.4814402125423796
300251.SZ,1.7320738457597578
300249.SZ,1.3987042842215258
300250.SZ,0.48898137945463427
300252.SZ,0.5996885808041799
300253.SZ,0.9331252001280819
300254.SZ,0.4801086156111931
300255.SZ,3.742815175974484
300256.SZ,1.4442536630036633
300257.SZ,0.3381766158312294
300259.SZ,0.5080638034641216
300258.SZ,0.7301108892488914
300260.SZ,0.7380757737373078
300261.SZ,0.47768987165334154
300264.SZ,0.5101787101787101
300263.SZ,0.4853737705319632
300265.SZ,0.5230215203054496
300268.SZ,0.5779781738685847
300267.SZ,0.7015984547337775
300266.SZ,1.2418118466898957
300269.SZ,1.2770390634940834
300271.SZ,0.8110240334378265
300270.SZ,0.2936865295328879
300272.SZ,0.4764769791489012
300275.SZ,0.3216253758910719
300276.SZ,2.1449078138718174
300274.SZ,0.08848614072494665
300277.SZ,0.9493397940642034
300278.SZ,0.9788275099225716
300280.SZ,-0.12549945314523858
300279.SZ,0.843581110247777
300284.SZ,0.3825715485496477
300285.SZ,-0.014209552017771188
300281.SZ,0.4231951269811729
300283.SZ,0.556089712208145
300286.SZ,0.21204333454476232
300287.SZ,1.5333919156414764
300289.SZ,0.9065735299996001
300288.SZ,0.4271901348973053
300290.SZ,0.707475047309724
300291.SZ,0.5287954168551183
300293.SZ,0.5683392369068094
300294.SZ,-0.11679680526408143
300292.SZ,0.5189659946135065
300295.SZ,0.7954733387323645
300296.SZ,0.4948411424903725
300300.SZ,3.168399306943889
300298.SZ,-0.013633338998527922
300301.SZ,1.0487394957983192
300299.SZ,1.1550542635658911
300302.SZ,0.5014467614654418
300303.SZ,0.39321685144124174
300304.SZ,0.40421831386223483
300305.SZ,0.2833902282910177
300310.SZ,0.8102888094389913
300306.SZ,0.5105972205986022
300307.SZ,0.34119966681779346
300308.SZ,0.24384074269404987
300313.SZ,0.4518366120344901
300311.SZ,0.20468603561387044
300314.SZ,0.2870879120879122
300315.SZ,0.4766309964329767
300317.SZ,0.22570532915360508
300320.SZ,0.34078022288973053
300319.SZ,0.11806791038237208
300318.SZ,0.3329646848396719
300316.SZ,-0.04421768707482987
300321.SZ,1.034739643601018
300322.SZ,1.0128222231514172
300323.SZ,0.8593226784590482
300324.SZ,1.3439634127499156
300326.SZ,0.6329088495266044
300328.SZ,1.6624519685973298
300327.SZ,0.3188174680785423
300329.SZ,1.612631847082522
300331.SZ,0.5058258915599636
300332.SZ,-0.037602924343684174
300333.SZ,2.3120372618705987
300334.SZ,0.49220436283394187
300335.SZ,0.553240897755611
300340.SZ,1.7037042768904846
300339.SZ,1.5798473946160456
300338.SZ,1.523286052009456
300337.SZ,0.5219301061462078
300341.SZ,1.0074355480627852
300344.SZ,0.571663881016399
300343.SZ,0.12860020591790144
300345.SZ,0.21012807638778774
300342.SZ,0.19163971733141705
300347.SZ,0.18493911325840773
300348.SZ,1.4430124496447823
300349.SZ,0.19025919514924472
300346.SZ,0.09177410605921987
300352.SZ,0.4487305464312118
300351.SZ,0.09415656647107218
300350.SZ,0.26510787599497276
300353.SZ,1.9007516902253745
300354.SZ,0.18856040167865706
300357.SZ,0.1955050302355259
300358.SZ,0.17288034668695618
300355.SZ,0.9164625850340137
300359.SZ,0.4454756380510443
300360.SZ,0.13042539847659385
300364.SZ,0.36592148585719364
300365.SZ,0.520682302771855
300363.SZ,0.767917464015309
300366.SZ,0.11206132577100325
300368.SZ,4.236062828388653
300369.SZ,0.6411708283053311
300370.SZ,0.8887685953727096
300371.SZ,0.7835155999038328
300374.SZ,0.24437354820676438
300375.SZ,0.19450329229888363
300373.SZ,0.26606579605476743
300376.SZ,0.5306600335301408
300377.SZ,3.3035782993459017
300378.SZ,2.2688076899049516
300381.SZ,0.3319610121659118
300379.SZ,-0.25273915637599664
300380.SZ,1.7510227133660505
300382.SZ,1.8342002328983908
300383.SZ,0.8031149422700368
300384.SZ,0.5734725097592839
300385.SZ,0.6708075913251514
300386.SZ,1.3575563431479463
300387.SZ,0.6060162559130231
300388.SZ,0.32476985813005155
300389.SZ,-0.01413397462963295
300390.SZ,0.1729892305584173
300391.SZ,-0.08679549405969267
300393.SZ,0.1321036106750394
300394.SZ,-0.0862939847681381
300395.SZ,0.9512409957858821
300396.SZ,-0.08346246236684673
300397.SZ,0.5674174824715053
300398.SZ,0.7184675343371987
300399.SZ,2.773341399475701
300400.SZ,0.7030309296936728
300401.SZ,-0.029436824049983934
300402.SZ,0.5863599050429303
300403.SZ,1.3824353238669518
300405.SZ,0.7835744256330508
300404.SZ,0.42123412807161786
300407.SZ,0.29106650036402226
300406.SZ,0.07540186516732161
300408.SZ,-0.023137633418075954
300409.SZ,0.9398885764865146
300410.SZ,0.7316014118033325
300411.SZ,0.08068717096148514
300413.SZ,0.12743490434989546
300412.SZ,0.8911758077132135
300414.SZ,1.2967250141163187
300415.SZ,0.13860533515098328
300416.SZ,0.28167397579046294
300417.SZ,0.7717201215323868
300418.SZ,0.15508008337848844
300419.SZ,0.23687092111602648
300421.SZ,0.9155031302856129
300420.SZ,0.7028423772609818
300422.SZ,0.17556423026876655
300423.SZ,0.31691478332987755
300426.SZ,0.45998115329665323
300424.SZ,0.4529614844343106
300425.SZ,0.34936515589842476
300427.SZ,0.6999758976332913
300428.SZ,0.07566152387932834
300432.SZ,1.0950847382795006
300430.SZ,0.9724903801503237
300429.SZ,0.18881190045237295
300434.SZ,0.41370649002056203
300435.SZ,0.5073235630018957
300436.SZ,6.350686437256046
300433.SZ,0.28574391413683164
300437.SZ,0.0963424686836436
300438.SZ,0.40969632392115085
300439.SZ,0.24635889752473705
300440.SZ,1.4746236433656201
300441.SZ,0.306328282685854
300442.SZ,1.1663627645402197
300443.SZ,0.30595213265199717
300444.SZ,0.25365984303314004
300445.SZ,0.17341599908703742
300446.SZ,0.3376087303694941
300447.SZ,0.2099048325299715
300449.SZ,0.7548144563125374
300448.SZ,0.6909706382824663
300450.SZ,0.5055061929803426
300452.SZ,0.30032921519345823
300451.SZ,0.691711389385808
300454.SZ,0.9736162842256955
300453.SZ,0.37829972158907177
300455.SZ,0.11337366130743787
300456.SZ,0.1533915479714878
300457.SZ,0.3934125962765951
300458.SZ,0.6636546680461866
300459.SZ,0.6530071388638023
300460.SZ,0.16282738541510478
300461.SZ,0.1768947015425888
300462.SZ,0.05017320216156307
300463.SZ,0.1090747996814121
300464.SZ,0.6462415237442287
300465.SZ,1.3335473077092415
300466.SZ,0.7926756173579477
300467.SZ,0.67908724840264
300468.SZ,3.9117973529250727
300469.SZ,2.300185221157811
300471.SZ,0.5833301608737554
300470.SZ,0.18230385441011632
300473.SZ,1.1827974707009126
300472.SZ,0.1881053764447147
300474.SZ,0.13441318008731917
300475.SZ,0.2271744416241479
300476.SZ,3.6600299784007557
300477.SZ,0.004226190476190328
300478.SZ,1.2711964759378553
300479.SZ,0.6057441200283271
300480.SZ,0.16446945750777364
300481.SZ,0.10852679030292345
300482.SZ,-0.11889040262474992
300483.SZ,0.6244281080468561
300484.SZ,0.6571832419372508
300485.SZ,1.3404049363857844
300486.SZ,1.076679282220147
300488.SZ,0.7413419913419914
300487.SZ,0.32840769513368373
300489.SZ,0.9478536606248782
300490.SZ,0.21197411003236222
300491.SZ,0.34228448737954276
300492.SZ,-0.03819830177979078
300493.SZ,1.6267111267111267
300494.SZ,0.5587989467532224
300497.SZ,0.19249877705760055
300496.SZ,0.3045355055487038
300498.SZ,-0.10744491463592576
300499.SZ,0.6840517965722994
300500.SZ,0.23142968142968123
300501.SZ,0.5883844648419196
300502.SZ,0.5215398859222244
300503.SZ,0.7733204957515984
300505.SZ,0.8003055503055503
300506.SZ,0.80430929168563
300508.SZ,0.44888419341731023
300507.SZ,0.3729687345506556
300509.SZ,1.0100170604298384
300504.SZ,0.40692776595988
300511.SZ,1.6142025342586355
300510.SZ,0.4704891356370251
